編號	名稱	描述#材料名称不要超过4字	功能描述	類型	細分子類	圖示	音效	打開是否彈窗	職業限制	等級限制	品質	夥伴使用前提品質	堆疊數量	背包排序優先順序	天生強化等級	強化消耗比率	普通防禦	普通防禦強化值	絕技防禦	絕技防禦強化值	生命	生命強化值	普通攻擊	普通攻擊強化值	法術攻擊	法術攻擊強化值	絕技攻擊	絕技攻擊強化值	先攻值	強化先攻值係數	元寶價格	合成價格	售出價格	是否可以賣出	是否可銷毀	基礎裝備	材料	生成物品	給予元寶	給予銅幣	給予經驗	給予體力	給予功勳	給予命格	給予掉落	给予鲜花类型（1 2 3）	產出副本	下一等級卷軸	穿戴位置	通過此副本可使用直接製作功能	職業對應禮包	禮包id
id	name	commenttext	functiontext	type1	type2	iconid	sound	message	needclass	needlevel	quality	needpartnerquality	stackednumber	packsort	strengthenlevel	strengthenuseratio	putongdefence	putongdefencestrengthen	juejidefence	juejidefencestrengthen	hp	hpstrengthen	putongattack	putongattackstrengthen	fashuattack	fashuattackstrengthen	juejiattack	juejiattackstrengthen	initiative	strengtheninitiative	goldprice	comeposeprice	saleprice	issale	isdie	baseitem	materials	newitem	givegold	givecoin	giveexp	givetili	giveshengwang	givemingge	dropset	giveflower	outputcopy	nextlevelscroll	position	copyid	zhiye	gamegift
20001013	青銅劍	攻擊利爪		家家戶戶都有的防身武器	1	10	5	9	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	4	0	0	300016|400014|600004|900020|1200002	0	999	1	images/icon/20001013_icon.png	small_icon/20001013_icon.png	0
20001014	布質腰帶	智力掛件			1	9	1|2|3|5	3|6|3|3	0	0	0	0	0	0	0	20001003|20001009|30001001	1|1|1	0	0	300	235	0	0	0	0	6	0	0	0	0	999	1	images/icon/20001014_icon.png	small_icon/20001014_icon.png	0
20001015	絲質圍巾	回復之巾		可以把脖子圍兩圈	1	10	1|2|3|11	2|2|2|120	0	0	0	0	0	0	0	20001011|20001002|30001004	1|1|1	0	0	300	301	0	0	0	0	7	0	0	0	0	999	1	images/icon/20001015_icon.png	small_icon/20001015_icon.png	0
20001016	將士護腕	力量腰帶		穿戴時不要被刺到！	1	10	1	6	20	6	0	0	0	0	120	0	0	0	0	0	225	0	0	0	0	6	0	0	300003|700003|1000007|300017	0	999	2	images/icon/20001016_icon.png	small_icon/20001016_icon.png	0
20001017	刺客系帶	敏捷系帶			1	9	1|2|3|5	3|3|6|3	0	0	0	0	0	0	0	20001003|20001006|30001002	1|1|1	0	0	300	242	0	0	0	0	6	0	0	0	0	999	1	images/icon/20001017_icon.png	small_icon/20001017_icon.png	0
20001018	古玉翡翠	聖殿指環		中間缺了一道口子	1	9	7|12	2|30	0	0	0	0	0	0	0	20001008|20001010	1|1	0	0	300	250	0	0	0	0	6	0	0	0	0	999	1	images/icon/20001018_icon.png	small_icon/20001018_icon.png	0
20001019	皮質輕靴	敏捷皮靴		真皮！	1	10	3	6	20	6	0	0	0	0	120	0	0	0	0	0	225	0	0	0	0	4	0	0	200015|500008|1000020|200026	0	999	2	images/icon/20001019_icon.png	small_icon/20001019_icon.png	0
20001020	謀士長袍	智力長袍		穿上它，高數都看得懂了！	1	10	2	6	20	6	0	0	0	0	120	0	0	0	0	0	225	0	0	0	0	4	0	0	200018|500017|1100003|1100012|200027	0	999	2	images/icon/20001020_icon.png	small_icon/20001020_icon.png	0
20001021	青銅肩甲	力量護腕			1	9	1|2|3|5	6|3|3|3	0	0	0	0	0	0	0	20001005|20001003|30001003	1|1|1	0	0	300	262	0	0	0	0	4	0	0	0	0	999	1	images/icon/20001021_icon.png	small_icon/20001021_icon.png	0
20001022	鐵盾	屌絲盾		花紋很猙獰	1	10	3|7	6|3	0	0	0	0	0	0	0	20001007|20001006|20001006	1|1|1	0	0	300	275	0	0	0	0	6	0	0	0	0	999	1	images/icon/20001022_icon.png	small_icon/20001022_icon.png	0
20001023	騎兵護手	加速手套		不是騎兵也可以戴	1	10	9	7.5	20	7.5	0	0	0	0	120	0	0	0	0	0	250	0	0	0	0	6	0	0	300009|400003|900016|300019|400020	0	999	2	images/icon/20001023_icon.png	small_icon/20001023_icon.png	0
20001024	無袖皮甲	魔抗斗篷		其實就是件背心	1	27	8	5	20	5	0	0	0	0	120	0	0	0	0	0	275	0	0	0	0	6	0	0	300012|600004|1100006|1200007	0	999	2	images/icon/20001024_icon.png	small_icon/20001024_icon.png	0
20001025	夜明珠	虛空寶石		不是只有晚上才發光！	1	11	12	60	20	60	0	0	0	0	150	0	0	0	0	0	437	0	0	0	0	6	0	0	300009|600015|1100003|300019	0	999	2	images/icon/20001025_icon.png	small_icon/20001025_icon.png	0
20001026	嗜血魔戒	吸血面具		小心劃傷自己！	1	11	16	15	20	15	0	0	0	0	120	0	0	0	0	0	450	0	0	0	0	6	0	0	300016|600010|1000010|1100020	0	999	2	images/icon/20001026_icon.png	small_icon/20001026_icon.png	0
20001027	紫雲石	元氣之球			1	13	4|6	200|18	20	100|9	0	0	0	0	120	0	0	0	0	0	600	0	0	0	0	6	0	0	300014|600007|700020|300021|600023	0	999	2	images/icon/20001027_icon.png	small_icon/20001027_icon.png	0
20001028	大靈玉	大魔棒			1	10	1|2|3|11|12	3|3|3|15|15	20	3|3|3|15|15	0	0	0	0	120	20001002|20001002|20001004|30001006	1|1|1|1	0	0	1200	228	3000	0	0	0	8	0	0	0	0	999	2	images/icon/20001028_icon.png	small_icon/20001028_icon.png	0
20001029	木棍	短棍		木頭怎麼了？木頭也可以很鋒利！	1	10	5|9	10|5	20	8|4	0	0	0	0	120	0	0	0	0	0	450	0	0	0	0	6	0	0	300006|600010|1000020|300018|600024	0	999	2	images/icon/20001029_icon.png	small_icon/20001029_icon.png	0
20001030	青銅戰盔	武士頭盔		經常被用來喝水	1	10	7|11	5|90	20	3|60	0	0	0	0	120	0	0	0	0	0	475	0	0	0	0	6	0	0	300003|600018|900011|300017|600027	0	999	2	images/icon/20001030_icon.png	small_icon/20001030_icon.png	0
20001031	碧玉戒指	魂戒		丟在草叢就看不見了	1	10	6|11|12	12|120|30	20	8|80|20	0	0	0	0	120	20001008|20001011|30001005	1|1|1	0	0	1200	400	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001031_icon.png	small_icon/20001031_icon.png	0
20001032	玄鐵盾牌	玄鐵盾牌		可以用來砸人	1	10	1|2|3|7	2|2|2|5	20	1|1|1|4	0	0	0	0	120	20001035|20001002|30001007	1|1|1	0	0	1200	401	0	0	0	0	13	0	0	0	0	999	2	images/icon/20001032_icon.png	small_icon/20001032_icon.png	0
20001033	魔能石	法力之球			1	11	6	30	20	15	0	0	0	0	120	0	0	0	0	0	500	0	0	0	0	6	0	0	200012|600020|900008|1200004|200025	0	999	2	images/icon/20001033_icon.png	small_icon/20001033_icon.png	0
20001034	血氣石	生命之球			1	12	4	250	20	250	0	0	0	0	120	0	0	0	0	0	550	0	0	0	0	6	0	0	300006|600018|900006|300018|600027	0	999	2	images/icon/20001034_icon.png	small_icon/20001034_icon.png	0
20001035	輕甲	鎖甲		這個應該怎麼穿？	1	20	7	5	20	5	0	0	0	0	120	0	0	0	0	0	275	0	0	0	0	6	0	0	200021|500014|1000007|200028|500025	0	999	2	images/icon/20001035_icon.png	small_icon/20001035_icon.png	0
20001036	血玉翡翠	治療指環			1	20	11	150	20	150	0	0	0	0	120	0	0	0	0	0	437	0	0	0	0	6	0	0	300014|400011|800018|300021|400023	0	999	2	images/icon/20001036_icon.png	small_icon/20001036_icon.png	0
20001037	藥罐	命匣		內有板藍根，包治百病	1	16	1|11|12	6|70|50	20	5|60|40	0	0	0	0	120	20001008|20001005|20001005|30001009	1|1|1|1	0	0	1200	437	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001037_icon.png	small_icon/20001037_icon.png	0
20001038	生命之靴	綠鞋		生命在於運動	1	16	1|2|3|7|11	7|7|7|1|90	20	3|3|3|1|30	0	0	0	0	120	20001010|20001011|20001012	1|1|1	0	0	1200	487	0	0	0	0	10	0	0	0	0	999	2	images/icon/20001038_icon.png	small_icon/20001038_icon.png	0
20001039	木杖	空明禪杖		木質的簡陋短杖	1	18	2|5|9|12	6|15|5|40	20	3|6|2|20	0	0	0	0	120	20001029|20001008|20001020	1|1|1	0	0	1200	837	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001039_icon.png	small_icon/20001039_icon.png	0
20001040	兵符	戰鼓		手握千軍萬馬，壓力山大	1	20	1|2|3|5	9|9|9|3	20	3|3|3|3	0	0	0	0	120	20001021|20001020|30001013	1|1|1	0	0	1200	887	0	0	0	0	16	0	0	0	0	999	2	images/icon/20001040_icon.png	small_icon/20001040_icon.png	0
20001041	貼身玉佩	天鷹之戒		貼身的，不要給別人看見	1	15	1|2|3|7|12	3|3|3|3|32	20	2|2|2|2|20	0	0	0	0	120	20001018|20001017	1|1	0	0	1200	492	0	0	0	0	12	0	0	0	0	999	2	images/icon/20001041_icon.png	small_icon/20001041_icon.png	0
20001042	疾風靴	相位鞋		散發著一股奇怪的味道	1	19	1|2|3|5	9|9|9|24	20	3|3|3|6	0	0	0	0	120	20001013|20001013|20001012	1|1|1	0	0	1200	675	0	0	0	0	12	0	0	0	0	999	2	images/icon/20001042_icon.png	small_icon/20001042_icon.png	0
20001043	統帥面具	支配		帶上就看不見路了啊喂！	1	19	5|7|16	20|5|15	20	7|2|5	0	0	0	0	120	20001026|20001030	1|1	0	0	1200	925	0	0	0	0	12	0	0	0	0	999	2	images/icon/20001043_icon.png	small_icon/20001043_icon.png	0
20001044	瘋狂面具	瘋狂			1	19	7|9|16	-10|20|20	20	0|6|5	0	0	0	0	120	20001026|30001015	1|1	0	0	1200	950	0	0	0	0	12	0	0	0	0	999	2	images/icon/20001044_icon.png	small_icon/20001044_icon.png	0
20001045	力量之靴	力量假腿			1	18	1|2|3|9	14|6|6|15	20	3|2|2|3	0	0	0	0	120	20001023|20001012|20001016	1|1|1	0	0	1200	700	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001045_icon.png	small_icon/20001045_icon.png	0
20001046	敏捷之靴	敏捷假腿			1	18	1|2|3|9	6|6|14|15	20	2|2|3|3	0	0	0	0	120	20001023|20001012|20001019	1|1|1	0	0	1200	700	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001046_icon.png	small_icon/20001046_icon.png	0
20001047	軍師冠	魔抗頭巾		做工很精緻	1	18	6|11	12|180	20	4|50	0	0	0	0	120	20001036|20001011|20001011|20001024	1|1|1|1	0	0	1200	1062	0	0	0	0	20	0	0	0	0	999	2	images/icon/20001047_icon.png	small_icon/20001047_icon.png	0
20001048	先鋒盾	先鋒盾		很重，真的很重	1	19	4|7|11	280|4|240	20	100|1|100	0	0	0	0	120	20001034|20001007|20001036	1|1|1	0	0	1200	1112	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001048_icon.png	small_icon/20001048_icon.png	0
20001049	治療之石	梅肯		治病要儘早！	1	21	1|2|3|14|19	5|5|5|5|10	20	1|1|1|1|1	0	0	0	0	120	20001015|20001032|30001014	1|1|1	0	0	1200	1153	0	0	0	0	26	0	0	0	0	999	2	images/icon/20001049_icon.png	small_icon/20001049_icon.png	0
20001050	力量戰斧	力量之斧		記得輕拿輕放	1	20	1	10	30|50|80	10	20	30	0	0	150	60001001	5	0	0	1500	2500	0	0	0	0	14	0	0	0	0	999	3	images/icon/20001050_icon.png	small_icon/20001050_icon.png	0
20001051	龍槍	秘銀錘		像是被一條龍咬著	1	24	5	24	30|50|80	16	32	48	0	0	150	60001002	5	0	0	1500	4000	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001051_icon.png	small_icon/20001051_icon.png	0
20001052	巫師之杖	綠杖		一般巫師都不用它	1	24	1|2|3|10	7|7|7|20	30|50|80	2|2|2|4	4|4|4|8	6|6|6|12	0	0	150	60001003	5	0	0	1500	4000	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001052_icon.png	small_icon/20001052_icon.png	0
20001053	敏捷匕首	敏捷之刃		危險時候，可以當飛鏢使用！	1	20	3	10	30|50|80	10	20	30	0	0	150	60001004	5	0	0	1500	2500	0	0	0	0	14	0	0	0	0	999	3	images/icon/20001053_icon.png	small_icon/20001053_icon.png	0
20001054	智慧法杖	智力法杖		智商終於正的了!	1	20	2	10	30|50|80	10	20	30	0	0	150	60001005	5	0	0	1500	2500	0	0	0	0	14	0	0	0	0	999	3	images/icon/20001054_icon.png	small_icon/20001054_icon.png	0
20001055	雄劍	散華		我的另一半呢	1	26	1|5	16|10	30|50|80	12|8	24|16	36|24	0	0	150	20001050|20001016|30001011	1|1|1	0	0	5000	3025	0	0	0	0	24	0	0	0	0	999	3	images/icon/20001055_icon.png	small_icon/20001055_icon.png	0
20001056	雌劍	夜叉		另一半在這	1	26	3|9	16|6	30|50|80	12|4	24|8	36|12	0	0	150	20001053|20001019|30001012	1|1|1	0	0	5000	3025	0	0	0	0	24	0	0	0	0	999	3	images/icon/20001056_icon.png	small_icon/20001056_icon.png	0
20001057	大劍	大劍		要用兩個手握住	1	22	5	21	30|50|80	21	42	63	0	0	150	60001006	5	0	0	1500	3500	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001057_icon.png	small_icon/20001057_icon.png	0
20001058	長槍	標槍		不要太用力，小心被卡在裡面	1	23	5	24	30|50|80	16	32	48	0	0	150	60001007	5	0	0	1500	3750	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001058_icon.png	small_icon/20001058_icon.png	0
20001059	水晶靴	秘法鞋		十二點也不會變成灰姑娘哦！	1	17	1|2|3|6|12	5|5|5|40|60	20	2|2|2|10|10	0	0	0	0	120	20001012|20001033	1|1	0	0	1200	725	0	0	0	0	10	0	0	0	0	999	2	images/icon/20001059_icon.png	small_icon/20001059_icon.png	0
20001060	精煉寶石	堅韌球		吃下去就能升級的感覺	1	18	5|11|12	10|200|75	20	5|100|35	0	0	0	0	120	20001036|20001025	1|1	0	0	1200	875	0	0	0	0	12	0	0	0	0	999	2	images/icon/20001060_icon.png	small_icon/20001060_icon.png	0
20001061	元帥戰旗	祭品		上面寫著風林火山	1	25	7|9|12|16	5|15|40|16	20	2|3|10|4	0	0	0	0	120	20001026|20001011|20001018|30001010	1|1|1|1	0	0	1200	1025	0	0	0	0	22	0	0	0	0	999	2	images/icon/20001061_icon.png	small_icon/20001061_icon.png	0
20001062	闊刀	闊劍		適合劈砍的大刀	1	21	5	18	30|50|80	18	36	54	0	0	150	60001008	5	0	0	1500	3000	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001062_icon.png	small_icon/20001062_icon.png	0
20001063	暴戾手套	鬼手		以前有個人戴著它撓癢，然後就沒有然後了	1	32	1|5|7|9	25|9|5|10	30|50|80	8|3|1|3	16|6|2|6	24|9|3|9	0	0	150	20001023|20001013|20001030|30001019	1|1|1|1	0	0	5000	4450	0	0	0	0	36	0	0	0	0	999	3	images/icon/20001063_icon.png	small_icon/20001063_icon.png	0
20001064	古錠刀	水晶劍		隕鐵碎片鑄成的神劍的高仿版	1	37	5|9	30|30	30|50|80	8|8	16|16	24|24	0	0	150	20001062|20001013|30001016	1|1|1	0	0	5000	5725	0	0	0	0	44	0	0	0	0	999	3	images/icon/20001064_icon.png	small_icon/20001064_icon.png	0
20001065	防禦重甲	板甲		看起來就很重	1	22	7	10	30|50|80	5	10	15	0	0	150	60001009	5	0	0	1500	3500	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001065_icon.png	small_icon/20001065_icon.png	0
20001066	毒囊	小毒球		提示：請放在兒童接觸不到的地方！	1	15	5	5	20	5	0	0	0	0	120	0	0	0	0	0	137	0	0	0	0	4	0	0	600007|800006|1000013|600023	0	999	2	images/icon/20001066_icon.png	small_icon/20001066_icon.png	0
20001067	尖刺甲	反傷甲		快打我！	1	36	2|5|7|8	10|22|5|5	30|50|80	3|6|2|2	6|12|4|4	9|18|6|6	0	0	150	20001062|20001035|20001020	1|1|1	0	0	5000	3500	0	0	0	0	30	0	0	0	0	999	3	images/icon/20001067_icon.png	small_icon/20001067_icon.png	0
20001068	轉移法杖	推推棒		跳遠比賽禁止使用！	1	30	2|11|13	10|120|5	30|50|80	8|100|2	16|200|4	24|300|6	0	0	150	20001054|20001011|30001021	1|1|1	0	0	5000	7175	0	0	0	0	28	0	0	0	0	999	3	images/icon/20001068_icon.png	small_icon/20001068_icon.png	0
20001069	暴戾之牙	勇氣勳章		潔癖者慎重，這些野獸都是不刷牙的!	1	18	12|14	50|6	20	25|2	0	0	0	0	120	20001035|20001008|30001008	1|1|1	0	0	1200	537	0	0	0	0	16	0	0	0	0	999	2	images/icon/20001069_icon.png	small_icon/20001069_icon.png	0
20001070	智力之靴	智力假腿		連腦子都變輕了	1	18	1|2|3|9	6|14|6|15	20	2|3|2|3	0	0	0	0	120	20001012|20001020|20001023	1|1|1	0	0	1200	700	0	0	0	0	14	0	0	0	0	999	2	images/icon/20001070_icon.png	small_icon/20001070_icon.png	0
20001071	輕盈之靴	飛鞋		說好的減少緩慢效果持續時間呢！	1	31	1|2|3	25|25|25	30|50|80	5|5|5	10|10|10	15|15|15	0	0	150	20001012|30001028	1|1	0	0	5000	10225	0	0	0	0	34	0	0	0	0	999	3	images/icon/20001071_icon.png	small_icon/20001071_icon.png	0
20001072	紅炎之杖	紅杖		好像燒著了一樣	1	33	2|6|10	15|30|5	30|50|80	5|15|1	10|30|2	15|45|3	0	0	150	20001014|20001054|30001024	1|1|1	0	0	5000	8985	0	0	0	0	50	0	0	0	0	999	3	images/icon/20001072_icon.png	small_icon/20001072_icon.png	0
20001073	飛升法杖	風杖		恐高症患者請遠離	1	34	2|12|15	10|90|5	30|50|80	5|40|2	10|80|4	15|120|6	0	0	150	20001054|20001008|20001025|30001018	1|1|1|1	0	0	5000	6100	0	0	0	0	44	0	0	0	0	999	3	images/icon/20001073_icon.png	small_icon/20001073_icon.png	0
20001074	蟬隱刀	洛薩		這麼薄的刀怎麼用	1	34	5|9	30|15	30|50|80	12|6	24|12	36|18	0	0	150	20001057|20001076	1|1	0	0	5000	7500	0	0	0	0	40	0	0	0	0	999	3	images/icon/20001074_icon.png	small_icon/20001074_icon.png	0
20001075	神魔披肩	黑黃			1	42	1|5|8	10|24|10	30|50|80	4|8|3	8|16|6	12|24|9	0	0	150	20001050|20001051|30001027	1|1|1	0	0	5000	13000	0	0	0	0	54	0	0	0	0	999	3	images/icon/20001075_icon.png	small_icon/20001075_icon.png	0
20001076	綠曜石	暗影符		像是一隻眼睛在盯著你	1	25	9	15	30|50|80	5	10	15	0	0	150	60001010	5	0	0	1500	4000	0	0	0	0	20	0	0	0	0	999	3	images/icon/20001076_icon.png	small_icon/20001076_icon.png	0
20001077	玉石	振魂石			1	35	4|6|11|12	350|40|100|32	30|50|80	120|12|30|10	240|24|60|20	360|36|90|30	0	0	150	20001033|20001034|20001027	1|1|1	0	0	5000	8250	0	0	0	0	18	0	0	0	0	999	3	images/icon/20001077_icon.png	small_icon/20001077_icon.png	0
20001078	破魔之刃	散失			1	35	2|3|5	4|22|20	30|50|80	2|10|8	4|20|16	6|30|24	0	0	150	20001053|20001053|20001020|30001020	1|1|1|1	0	0	5000	9475	0	0	0	0	62	0	0	0	0	999	3	images/icon/20001078_icon.png	small_icon/20001078_icon.png	0
20001079	三尖兩刃刀	狂戰斧		咦 我的狗呢	1	43	5|11|12	65|140|50	30|50|80	20|40|10	40|80|20	60|120|30	0	0	150	20001057|20001062|20001060	1|1|1	0	0	5000	7375	0	0	0	0	52	0	0	0	0	999	3	images/icon/20001079_icon.png	small_icon/20001079_icon.png	0
20001080	太平要術	小人書		年輕人，多看點書沒有壞處！	1	43	1|2|4|5|6	8|15|200|21|21	30|50|80	2|4|50|6|6	4|8|100|12|12	6|12|150|18|18	0	0	150	20001054|20001016|30001026	1|1|1	0	0	5000	8975	0	0	0	0	48	0	0	0	0	999	3	images/icon/20001080_icon.png	small_icon/20001080_icon.png	0
20001081	雌雄雙股劍	雙刀		通過絲綢之路進口的造型奇特的雙刀	1	35	1|3|5|9	16|16|12|12	30|50|80	5|5|4|4	10|10|8|8	15|15|12|12	0	0	150	20001055|20001056	1|1	0	0	5000	6050	0	0	0	0	48	0	0	0	0	999	3	images/icon/20001081_icon.png	small_icon/20001081_icon.png	0
20001082	白羽扇	藍杖		不要亂扯！羽毛快掉光啦！	1	35	1|2|3|4|10	10|10|10|200|10	30|50|80	3|3|3|60|3	6|6|6|120|6	9|9|9|180|9	0	0	150	20001027|20001050|20001053|20001054	1|1|1|1	0	0	5000	8100	0	0	0	0	48	0	0	0	0	999	3	images/icon/20001082_icon.png	small_icon/20001082_icon.png	0
20001083	梨花槍	阿托斯			1	42	2|4|15	25|325|5	30|50|80	6|60|2	12|120|4	18|180|6	0	0	150	20001054|20001054|20001027	1|1|1	0	0	5000	5600	0	0	0	0	34	0	0	0	0	999	3	images/icon/20001083_icon.png	small_icon/20001083_icon.png	0
20001084	流星錘	碎骨錘		我也有流星，為啥不能許願！	1	44	1|5|9	3|40|10	30|50|80	1|15|4	2|30|8	3|45|12	0	0	150	20001058|20001016|30001022	1|1|1	0	0	5000	8975	0	0	0	0	44	0	0	0	0	999	3	images/icon/20001084_icon.png	small_icon/20001084_icon.png	0
20001085	玉柴頭巾	紛爭			1	41	2|15	12|12	30|50|80	4|3	8|6	12|9	0	0	180	20001030|20001020|20001020|30001025	1|1|1|1	0	0	5000	7175	0	0	0	0	34	0	0	0	0	999	3	images/icon/20001085_icon.png	small_icon/20001085_icon.png	0
20001086	龍舞劍	暗滅		據說斬過龍	1	44	5|14	60|7	30|50|80	12|2	24|4	36|6	0	0	150	20001051|20001051|30001023	1|1|1	0	0	5000	14000	0	0	0	0	60	0	0	0	0	999	3	images/icon/20001086_icon.png	small_icon/20001086_icon.png	0
20001087	天兵戰甲	強襲			1	51	7|9|14	15|35|5	60|100|160|300|500	5|5|1	10|10|2	15|15|3	20|20|4	25|25|5	180	20001101|20001065|20001035|30001033	1|1|1|1	0	0	18000	27275	0	0	0	0	186	0	0	0	0	999	4	images/icon/20001087_icon.png	small_icon/20001087_icon.png	0
20001088	血魔石	血晶石			1	45	4|6|11|12|19	400|48|200|30|20	30|50|80	50|6|20|10|2	100|12|40|20|4	150|18|60|30|6	0	0	150	20001077|20001060	1|1	0	0	5000	9125	0	0	0	0	30	0	0	0	0	999	3	images/icon/20001088_icon.png	small_icon/20001088_icon.png	0
20001089	治療之石2階	梅肯2階		還不治就沒得治了	1	41	1|2|3|14|19	5|5|5|5|20	30|50|80	1|1|1|2|2	2|2|2|4|4	3|3|3|6|6	0	0	150	20001049|20001049	1|1	0	0	5000	4612	0	0	0	0	52	0	0	0	0	999	3	images/icon/20001089_icon.png	small_icon/20001089_icon.png	0
20001090	祭靈法杖	羊刀			1	53	1|2|3|12|15	10|35|10|110|10	60|100|160|300|500	2|7|2|20|2	4|14|4|40|4	6|21|6|60|6	8|28|8|80|8	10|35|10|100|10	180	20001095|20001025|20001091|30001037	1|1|1|1	0	0	18000	34437	0	0	0	0	266	0	0	0	0	999	4	images/icon/20001090_icon.png	small_icon/20001090_icon.png	0
20001091	水源玉	極限球			1	48	1|2|3	10|10|10	60|100|160|300|500	5|5|5	10|10|10	15|15|15	20|20|20	25|25|25	180	60001011	20	0	0	6000	10500	0	0	0	0	100	0	0	0	0	999	4	images/icon/20001091_icon.png	small_icon/20001091_icon.png	0
