星宿id	星宿名稱	星宿升級所需經驗	兌換消耗	可否兌換	最低兌換等級	命力計算參數	星宿類型	星宿品質	星宿提供經驗	星宿圖示	出售價格	最低穿戴等級	每级增加数值	每级增加数值	星宿說明1	星宿兌換說明	星宿說明	啟動需求星宿id1	啟動說明1	啟動需求星宿id2	啟動說明2	是否可拾取	是否可賣出
10330901	天璣	0|240|480|960|1920|3840|7680|15360|23040|30720|46080|61440	0	0	0	0.1	1	3	60	10012	13500	1	20	0	增加命中等級%	每升一級增加命中等級%	0	0	0	0	0	1	1
10331001	天璿	0|240|480|960|1920|3840|7680|15360|23040|30720|46080|61440	0	0	0	0.1	1	3	60	10013	13500	1	20	0	增加格擋等級%	每升一級增加格擋等級%	0	0	0	0	0	1	1
10331101	天樞	0|240|480|960|1920|3840|7680|15360|23040|30720|46080|61440	0	0	0	0.1	1	3	60	10014	13500	1	3	0	增加怒氣%	每升一級增加怒氣%	0	0	0	0	0	1	1
10340101	武曲	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10015	20250	1	150	0	增加普通攻擊%	每升一級增加普通攻擊%	0	0	0	0	0	1	1
10340201	太陰	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10016	20250	1	150	0	增加絕技攻擊%	每升一級增加絕技攻擊%	0	0	0	0	0	1	1
10340301	文曲	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10017	20250	1	150	0	增加法術攻擊%	每升一級增加法術攻擊%	0	0	0	0	0	1	1
10340401	延壽	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10018	20250	1	1000	0	增加生命%	每升一級增加生命%	0	0	0	0	0	1	1
10340501	玉衡	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10019	20250	1	20	0	增加閃避等級%	每升一級增加閃避等級%	0	0	0	0	0	1	1
10340601	破軍	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10020	20250	1	30	0	增加暴擊等級%	每升一級增加暴擊等級%	0	0	0	0	0	1	1
10340701	華蓋	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10021	20250	1	30	0	增加命中等級%	每升一級增加命中等級%	0	0	0	0	0	1	1
10340801	廉貞	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10022	20250	1	30	0	增加格擋等級%	每升一級增加格擋等級%	0	0	0	0	0	1	1
10340901	貪狼	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10023	20250	1	4	0	增加怒氣%	每升一級增加怒氣%	0	0	0	0	0	1	1
10341001	七殺	0|480|960|1920|3840|7680|15360|30720|46080|61440|92160|122880	5	1	1	0.1	1	4	120	10024	20250	1	40	0	增加破擊等級%	每升一級增加破擊等級%	0	0	0	0	0	1	1
10350101	孟章	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10025	27000	1	500	0	增加普通攻擊%	每升一級增加普通攻擊%	0	0	0	0	0	1	1
10350301	陵光	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10026	27000	1	500	0	增加法術攻擊%	每升一級增加法術攻擊%	0	0	0	0	0	1	1
10350201	監兵	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10027	27000	1	500	0	增加絕技攻擊%	每升一級增加絕技攻擊%	0	0	0	0	0	1	1
10350401	紫微	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	20	0.1	1	5	720	10028	27000	1	2000	0	增加生命%	每升一級增加生命%	0	0	0	0	0	1	1
10350501	奪光	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	120	0.1	1	5	720	10029	27000	1	40	0	增加閃避等級%	每升一級增加閃避等級%	0	0	0	0	0	1	1
10350601	太歲	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	110	0.1	1	5	720	10030	27000	1	60	0	增加暴擊等級%	每升一級增加暴擊等級%	0	0	0	0	0	1	1
10350701	執明	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10031	27000	1	60	0	增加命中等級%	每升一級增加命中等級%	0	0	0	0	0	1	1
10350801	鎮星	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	100	0.1	1	5	720	10032	27000	1	60	0	增加格擋等級%	每升一級增加格擋等級%	0	0	0	0	0	1	1
10350901	太微	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	20	0.1	1	5	720	10033	27000	1	5	0	增加怒氣%	每升一級增加怒氣%	0	0	0	0	0	1	1
10351001	辰星	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10034	27000	1	60	0	增加破擊等級%	每升一級增加破擊等級%	0	0	0	0	0	1	1
10351101	太白	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10035	27000	1	60	0	增加必殺等級%	每升一級增加必殺等級%	0	0	0	0	0	1	1
10351201	熒惑	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	60	0.1	1	5	720	10036	27000	1	60	0	增加韌性等級%	每升一級增加韌性等級%	0	0	0	0	0	1	1
10351701	護心	0|960|1920|3840|7680|15360|30720|61440|92160|122880|184320|245760	20	1	120	0.1	1	5	720	10043	27000	1	60	0	增加守護等級%	每升一級增加守護等級%	0	0	0	0	0	1	1
10351301	朱雀	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640	100	1	90	0.1	4	5	200000	10037	27000	1	2000	5	生命%&怒氣%&吞噬后將保留星宿經驗	每升一級增加生命%和怒氣%	0	10350401	需要吞噬紫微啟動	10350901	需要吞噬太微啟動	1	1
10351401	白虎	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640	100	1	110	0.1	4	5	200000	10039	27000	1	500	500	普通攻擊%&絕技攻擊%&吞噬后將保留星宿經驗	每升一級增加普通攻擊%和絕技攻擊%	0	10350101	需要吞噬孟章啟動	10350201	需要吞噬監兵啟動	1	1
10351501	青龍	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640	100	1	120	0.1	4	5	200000	10042	27000	1	60	60	暴擊等級%&必殺等級%&吞噬后將保留星宿經驗	每升一級增加暴擊等級%和必殺等級%	0	10350601	需要吞噬太歲啟動	10351101	需要吞噬太白啟動	1	1
10351601	玄武	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640	100	1	100	0.1	4	5	200000	10038	27000	1	60	60	韌性%&破擊等級%&吞噬后將保留星宿經驗	每升一級增加韌性%和破擊等級%	0	10351201	需要吞噬熒惑啟動	10351001	需要吞噬辰星啟動	1	1
10360101	星宿碎片	0|10000000	0	0	0	0	2	5	0	10040	27000	1	0	0	碎片	碎片	0	0	0	0	0	1	1
10351801	麒麟	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	130	0.1	6	6	500000	52554	27000	1	0	0	增加普通攻擊%	增加普通攻擊，最高可升至15級	0	0	0	0	0	1	1
10351901	騰蛇	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	140	0.1	6	6	500000	52555	27000	1	0	0	增加普通防禦%	增加普通防禦，最高可升至15級	0	0	0	0	0	1	1
10352001	鳳凰	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52556	27000	1	0	0	增加絕技攻擊%	增加絕技攻擊，最高可升至15級	0	0	0	0	0	1	1
10352101	白澤	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52557	27000	1	0	0	增加絕技防禦%	增加絕技防禦，最高可升至15級	0	0	0	0	0	1	1
10352201	重明	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52558	27000	1	0	0	增加命中等級%	增加命中等級，最高可升至15級	0	0	0	0	0	1	1
10352301	畢方	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52559	27000	1	0	0	增加閃避等級%	增加閃避等級，最高可升至15級	0	0	0	0	0	1	1
10352401	九嬰	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52837	27000	1	0	0	增加法術攻擊%	增加法術攻擊，最高可升至15級	0	0	0	0	0	1	1
10352501	勾陳	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	160	0.1	6	6	500000	52838	27000	1	0	0	增加守護等級%	增加守護等級，最高可升至15級	0	0	0	0	0	1	1
10352601	窮奇	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	160	0.1	6	6	500000	52839	27000	1	0	0	增加必殺等級%	增加必殺等級，最高可升至15級	0	0	0	0	0	1	1
10352701	混沌	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52841	27000	1	0	0	增加格擋等級%	增加格擋等級，最高可升至15級	0	0	0	0	0	1	1
10352801	鯤鵬	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52840	27000	1	0	0	增加破擊等級%	增加破擊等級，最高可升至15級	0	0	0	0	0	1	1
10352901	睚眥	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52689	27000	1	0	0	增加暴擊等級%	增加暴擊等級，最高可升至15級	0	0	0	0	0	1	1
10353001	陸吾	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52690	27000	1	0	0	增加韌性等級%	增加韌性等級，最高可升至15級	0	0	0	0	0	1	1
10353101	諸懷	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52697	27000	1	0	0	增加怒氣%	增加怒氣，最高可升至15級	0	0	0	0	0	1	1
10353201	燭龍	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	150	0.1	6	6	500000	52698	27000	1	0	0	增加生命%	增加生命，最高可升至15級	0	0	0	0	0	1	1
10353301	蒲牢	0|1920|3840|7680|15360|30720|61440|122880|184320|245760|307200|368640|491520|614400|798720	200	1	160	0.1	6	6	500000	52836	27000	1	0	0	增加抵抗眩暈等級%	增加抵抗眩暈等級，最高可升至15級	0	0	0	0	0	1	1
10353401	真朱雀	0|3840|7680|15360|61440|122880|245760|491520|737280|983040|1228800|1474560|1720320|1966080|2211840|2457600|2703360|2949120	300	1	180	0.1	4	7	750000	52988	40000	1	0	0	絕技攻擊%&普通防禦%&吞噬后將保留星宿經驗	每升一級增加絕技攻擊和普通防禦	0	10352001	需要吞噬鳳凰啟動	10351901	需要吞噬騰蛇啟動	1	1
10353501	真白虎	0|3840|7680|15360|61440|122880|245760|491520|737280|983040|1228800|1474560|1720320|1966080|2211840|2457600|2703360|2949120	300	1	180	0.1	4	7	750000	52989	40000	1	0	0	普通攻擊%&破擊等級%&吞噬后將保留星宿經驗	每升一級增加普通攻擊和破擊等級	0	10351801	需要吞噬麒麟啟動	10352801	需要吞噬鯤鵬啟動	1	1
10353601	真青龍	0|3840|7680|15360|61440|122880|245760|491520|737280|983040|1228800|1474560|1720320|1966080|2211840|2457600|2703360|2949120	300	1	180	0.1	4	7	750000	52990	40000	1	0	0	抵抗眩暈等級%&命中等級%&吞噬后將保留星宿經驗	每升一級增加抗暈等級和命中等級	0	10353301	需要吞噬蒲牢啟動	10352201	需要吞噬重明啟動	1	1
10353701	真玄武	0|3840|7680|15360|61440|122880|245760|491520|737280|983040|1228800|1474560|1720320|1966080|2211840|2457600|2703360|2949120	300	1	180	0.1	4	7	750000	52991	40000	1	0	0	生命%&絕技防禦%&吞噬后將保留星宿經驗	每升一級增加生命和絕技防禦	0	10353201	需要吞噬燭龍啟動	10352101	需要吞噬白澤啟動	1	1
10370101	太初	0|10000000	0	0	0	0.075	5	4	1200	10036	27000	1	0	0	可为其他星宿增加1200点经验	可为其他星宿增加1200点经验	0	0	0	0	0	1	1
10380101	掃帚星	0|10000000	0	0	0	0	3	0	0	10041	5400	1	0	0	不祥的象徵，會帶來災難和厄運	不祥的象徵，會帶來災難和厄運	0	0	0	0	0	0	1
10380201	掃帚星	0|10000000	0	0	0	0	3	0	0	10041	5400	1	0	0	不祥的象徵，會帶來災難和厄運	不祥的象徵，會帶來災難和厄運	0	0	0	0	0	0	1
10380301	掃帚星	0|10000000	0	0	0	0	3	0	0	10041	5400	1	0	0	不祥的象徵，會帶來災難和厄運	不祥的象徵，會帶來災難和厄運	0	0	0	0	0	0	1
10380401	掃帚星	0|10000000	0	0	0	0	3	0	0	10041	5400	1	0	0	不祥的象徵，會帶來災難和厄運	不祥的象徵，會帶來災難和厄運	0	0	0	0	0	0	1
